,userId,movieId,rating
1198,1420,13528,4
1199,1419,13528,3
1200,1411,13528,3
1201,1405,13528,5
1202,1402,13528,3
1203,1401,13528,5
1204,1398,13528,3
1205,1393,13528,3
1206,1391,13528,4
1207,1388,13528,3
1208,1387,13528,4
1209,1386,13528,2
1210,1385,13528,4
1211,1384,13528,3
1212,1375,13528,3
1213,1371,13528,5
1214,1365,13528,5
1215,1357,13528,5
1216,1351,13528,5
1217,1347,13528,5
1218,1340,13528,0
1219,1336,13528,3
1220,1332,13528,3
1221,1331,13528,3
1222,1328,13528,5
1223,1325,13528,4
1224,1322,13528,5
1225,1315,13528,5
1226,1313,13528,2
1227,1311,13528,3
1228,1310,13528,4
1229,1302,13528,4
1230,1301,13528,3
1231,1299,13528,4
1232,1297,13528,2
1233,1296,13528,3
1234,1291,13528,3
1235,1289,13528,4
1236,1278,13528,4
1237,1274,13528,5
1238,1273,13528,5
1239,1269,13528,4
1240,1263,13528,5
1241,1259,13528,4
1242,1258,13528,4
1243,1251,13528,3
1244,1248,13528,4
1245,1247,13528,4
1246,1242,13528,4
1247,1239,13528,5
1248,1228,13528,3
1249,1226,13528,2
1250,1221,13528,5
1251,1217,13528,3
1252,1206,13528,3
1253,1198,13528,3
1254,1195,13528,3
1255,1181,13528,5
1256,1180,13528,4
1257,1178,13528,4
1258,1175,13528,1
1259,1173,13528,4
1260,1165,13528,4
1261,1161,13528,3
1262,1158,13528,4
1263,1153,13528,3
1264,1150,13528,4
1265,1148,13528,3
1266,1146,13528,5
1267,1140,13528,4
1268,1132,13528,3
1269,1115,13528,4
1270,1112,13528,1
1271,1108,13528,2
1272,1106,13528,4
1273,1098,13528,3
1274,1090,13528,4
1275,1089,13528,5
1276,1088,13528,4
1277,1086,13528,3
1278,1085,13528,5
1279,1075,13528,2
1280,1073,13528,5
1281,1070,13528,2
1282,1068,13528,5
1283,1065,13528,3
1284,1060,13528,5
1285,1059,13528,3
1286,1049,13528,4
1287,1046,13528,2
1288,1044,13528,5
1289,1038,13528,5
1290,1032,13528,4
1291,1031,13528,3
1292,1027,13528,4
1293,1016,13528,1
1294,1013,13528,2
1295,1011,13528,4
1296,1009,13528,5
1297,1008,13528,3
1298,1005,13528,5
1299,1002,13528,4
1300,1001,13528,5
1301,1000,13528,3
1302,996,13528,4
1303,994,13528,5
1304,993,13528,4
1305,986,13528,4
1306,985,13528,3
1307,981,13528,4
1308,978,13528,3
1309,973,13528,4
1310,972,13528,4
1311,971,13528,4
1312,965,13528,3
1313,956,13528,4
1314,955,13528,4
1315,953,13528,4
1316,945,13528,4
1317,941,13528,4
1318,937,13528,3
1319,929,13528,5
1320,922,13528,1
1321,921,13528,4
1322,920,13528,4
1323,915,13528,5
1324,912,13528,3
1325,908,13528,4
1326,900,13528,3
1327,884,13528,3
1328,879,13528,5
1329,876,13528,4
1330,875,13528,4
1331,872,13528,3
1332,871,13528,4
1333,867,13528,4
1334,860,13528,3
1335,857,13528,4
1336,856,13528,4
1337,854,13528,3
1338,853,13528,3
1339,849,13528,5
1340,844,13528,3
1341,837,13528,5
1342,833,13528,5
1343,827,13528,4
1344,825,13528,3
1345,824,13528,4
1346,814,13528,4
1347,807,13528,4
1348,804,13528,3
1349,802,13528,5
1350,801,13528,2
1351,792,13528,4
1352,789,13528,4
1353,781,13528,4
1354,780,13528,2
1355,777,13528,4
1356,774,13528,2
1357,771,13528,4
1358,769,13528,4
1359,767,13528,3
1360,764,13528,4
1361,755,13528,4
1362,754,13528,3
1363,752,13528,3
1364,750,13528,5
1365,746,13528,4
1366,733,13528,3
1367,729,13528,3
1368,728,13528,3
1369,720,13528,5
1370,717,13528,5
1371,715,13528,5
1372,714,13528,4
1373,712,13528,3
1374,710,13528,5
1375,707,13528,5
1376,706,13528,4
1377,701,13528,5
1378,699,13528,4
1379,697,13528,2
1380,695,13528,2
1381,692,13528,4
1382,691,13528,1
1383,686,13528,4
1384,676,13528,4
1385,675,13528,5
1386,671,13528,3
1387,670,13528,2
1388,666,13528,3
1389,660,13528,4
1390,659,13528,3
1391,655,13528,5
1392,650,13528,4
1393,649,13528,4
1394,644,13528,5
1395,639,13528,4
1396,636,13528,4
1397,635,13528,4
1398,628,13528,4
1399,625,13528,4
1400,624,13528,4
1401,622,13528,3
1402,620,13528,5
1403,606,13528,4
1404,590,13528,4
1405,586,13528,4
1406,582,13528,4
1407,580,13528,4
1408,570,13528,2
1409,567,13528,5
1410,563,13528,5
1411,561,13528,4
1412,556,13528,4
1413,555,13528,4
1414,550,13528,5
1415,548,13528,4
1416,545,13528,5
1417,539,13528,5
1418,538,13528,3
1419,537,13528,2
1420,532,13528,3
1421,530,13528,5
1422,527,13528,3
1423,518,13528,4
1424,510,13528,3
1425,508,13528,3
1426,500,13528,3
1427,499,13528,4
1428,495,13528,5
1429,490,13528,5
1430,487,13528,4
1431,483,13528,4
1432,481,13528,3
1433,479,13528,5
1434,476,13528,4
1435,475,13528,3
1436,474,13528,4
1437,465,13528,4
1438,462,13528,3
1439,461,13528,4
1440,452,13528,5
1441,450,13528,5
1442,449,13528,3
1443,438,13528,4
1444,437,13528,4
1445,435,13528,3
1446,428,13528,3
1447,422,13528,3
1448,418,13528,3
1449,416,13528,5
1450,415,13528,4
1451,406,13528,4
1452,404,13528,3
1453,396,13528,4
1454,395,13528,3
1455,388,13528,4
1456,386,13528,4
1457,383,13528,4
1458,382,13528,5
1459,380,13528,3
1460,377,13528,3
1461,373,13528,4
1462,368,13528,4
1463,365,13528,4
1464,364,13528,3
1465,363,13528,4
1466,361,13528,3
1467,358,13528,5
1468,350,13528,3
1469,347,13528,4
1470,346,13528,3
1471,340,13528,3
1472,335,13528,1
1473,333,13528,5
1474,325,13528,4
1475,319,13528,4
1476,316,13528,5
1477,315,13528,4
1478,311,13528,1
1479,310,13528,5
1480,307,13528,2
1481,305,13528,5
1482,303,13528,4
1483,296,13528,5
1484,294,13528,3
1485,293,13528,5
1486,292,13528,3
1487,282,13528,4
1488,279,13528,4
1489,278,13528,5
1490,276,13528,3
1491,274,13528,4
1492,273,13528,5
1493,269,13528,3
1494,265,13528,4
1495,262,13528,4
1496,261,13528,5
1497,260,13528,3
1498,258,13528,4
1499,252,13528,3
1500,250,13528,4
1501,245,13528,3
1502,237,13528,3
1503,236,13528,3
1504,226,13528,5
1505,225,13528,5
1506,217,13528,4
1507,216,13528,3
1508,215,13528,4
1509,212,13528,4
1510,205,13528,4
1511,203,13528,5
1512,201,13528,3
1513,199,13528,4
1514,194,13528,4
1515,191,13528,3
1516,185,13528,4
1517,182,13528,4
1518,181,13528,5
1519,180,13528,3
1520,178,13528,5
1521,173,13528,2
1522,171,13528,4
1523,164,13528,4
1524,156,13528,3
1525,155,13528,4
1526,152,13528,3
1527,149,13528,5
1528,135,13528,4
1529,131,13528,5
1530,127,13528,2
1531,115,13528,5
1532,112,13528,4
1533,107,13528,4
1534,95,13528,4
1535,90,13528,4
1536,87,13528,4
1537,81,13528,4
1538,80,13528,5
1539,79,13528,4
1540,78,13528,5
1541,77,13528,3
1542,69,13528,5
1543,66,13528,3
1544,63,13528,5
1545,60,13528,4
1546,54,13528,2
1547,53,13528,3
1548,50,13528,4
1549,49,13528,4
1550,44,13528,5
1551,41,13528,5
1552,30,13528,4
1553,28,13528,4
1554,22,13528,3
1555,17,13528,4
1556,11,13528,3
1557,9,13528,4
1558,8,13528,3
1559,7,13528,4
1560,4,13528,3
2916,1995,13527,4
2917,1989,13527,4
2918,1985,13527,5
2919,1981,13527,4
2920,1964,13527,5
2921,1954,13527,2
2922,1936,13527,2
2923,1933,13527,2
2924,1923,13527,3
2925,1913,13527,3
2926,1905,13527,2
2927,1890,13527,3
2928,1880,13527,3
2929,1848,13527,5
2930,1846,13527,2
2931,1845,13527,3
2932,1836,13527,2
2933,1802,13527,4
2934,1795,13527,3
2935,1787,13527,2
2936,1786,13527,4
2937,1783,13527,2
2938,1775,13527,5
2939,1770,13527,5
2940,1769,13527,1
2941,1757,13527,4
2942,1726,13527,4
2943,1725,13527,4
2944,1723,13527,4
2945,1718,13527,3
2946,1712,13527,5
2947,1708,13527,4
2948,1693,13527,4
2949,1671,13527,3
2950,1657,13527,4
2951,1656,13527,4
2952,1651,13527,3
2953,1625,13527,3
2954,1618,13527,3
2955,1615,13527,4
2956,1614,13527,5
2957,1613,13527,3
2958,1586,13527,4
2959,1575,13527,3
2960,1566,13527,3
2961,1558,13527,4
2962,1552,13527,0
2963,1539,13527,3
2964,1534,13527,5
2965,1522,13527,3
2966,1517,13527,3
2967,1509,13527,3
2968,1506,13527,2
2969,1504,13527,2
2970,1495,13527,4
2971,1494,13527,2
2972,1485,13527,1
2973,1482,13527,3
2974,1476,13527,3
2975,1462,13527,3
2976,1455,13527,3
2977,1449,13527,2
2978,1432,13527,4
2979,1427,13527,3
2980,1424,13527,4
2981,1421,13527,3
2982,1412,13527,4
2983,1405,13527,5
2984,1386,13527,2
2985,1385,13527,3
2986,1384,13527,3
2987,1376,13527,2
2988,1375,13527,2
2989,1351,13527,3
2990,1350,13527,3
2991,1331,13527,2
2992,1322,13527,3
2993,1313,13527,3
2994,1272,13527,4
2995,1263,13527,5
2996,1258,13527,3
2997,1248,13527,3
2998,1247,13527,4
2999,1242,13527,3
3000,1235,13527,4
3001,1229,13527,4
3002,1217,13527,4
3003,1214,13527,4
3004,1175,13527,2
3005,1161,13527,3
3006,1160,13527,4
3007,1158,13527,4
3008,1146,13527,3
3009,1140,13527,3
3010,1127,13527,3
3011,1126,13527,4
3012,1115,13527,3
3013,1099,13527,3
3014,1086,13527,3
3015,1075,13527,2
3016,1070,13527,3
3017,1065,13527,2
3018,1062,13527,3
3019,1048,13527,3
3020,1046,13527,3
3021,1044,13527,4
3022,1038,13527,4
3023,1017,13527,3
3024,1005,13527,3
3025,997,13527,3
3026,994,13527,4
3027,993,13527,3
3028,976,13527,3
3029,974,13527,3
3030,972,13527,3
3031,969,13527,2
3032,955,13527,3
3033,937,13527,4
3034,915,13527,3
3035,900,13527,2
3036,875,13527,4
3037,831,13527,2
3038,827,13527,2
3039,825,13527,2
3040,824,13527,3
3041,820,13527,1
3042,818,13527,3
3043,814,13527,3
3044,810,13527,5
3045,774,13527,0
3046,773,13527,4
3047,767,13527,3
3048,755,13527,4
3049,754,13527,1
3050,751,13527,4
3051,746,13527,3
3052,742,13527,3
3053,715,13527,3
3054,714,13527,4
3055,700,13527,4
3056,670,13527,2
3057,660,13527,3
3058,659,13527,3
3059,655,13527,5
3060,630,13527,3
3061,624,13527,2
3062,613,13527,4
3063,612,13527,3
3064,606,13527,3
3065,602,13527,3
3066,580,13527,3
3067,567,13527,5
3068,555,13527,3
3069,550,13527,5
3070,536,13527,3
3071,530,13527,3
3072,528,13527,3
3073,526,13527,3
3074,512,13527,4
3075,510,13527,3
3076,495,13527,3
3077,494,13527,3
3078,490,13527,4
3079,487,13527,4
3080,477,13527,3
3081,475,13527,2
3082,437,13527,3
3083,435,13527,3
3084,418,13527,2
3085,406,13527,3
3086,405,13527,4
3087,388,13527,3
3088,387,13527,3
3089,383,13527,4
3090,382,13527,5
3091,372,13527,3
3092,365,13527,3
3093,354,13527,2
3094,347,13527,3
3095,331,13527,4
3096,319,13527,3
3097,307,13527,3
3098,303,13527,2
3099,296,13527,4
3100,292,13527,5
3101,279,13527,3
3102,276,13527,2
3103,260,13527,3
3104,252,13527,3
3105,250,13527,3
3106,237,13527,2
3107,226,13527,3
3108,221,13527,3
3109,216,13527,3
3110,212,13527,5
3111,205,13527,5
3112,204,13527,2
3113,191,13527,2
3114,190,13527,3
3115,187,13527,3
3116,173,13527,3
3117,156,13527,2
3118,145,13527,2
3119,140,13527,2
3120,139,13527,3
3121,127,13527,3
3122,112,13527,4
3123,80,13527,3
3124,79,13527,3
3125,74,13527,3
3126,69,13527,4
3127,66,13527,2
3128,63,13527,4
3129,53,13527,3
3130,49,13527,5
3131,26,13527,3
3132,21,13527,5
3133,20,13527,0
3134,14,13527,3
3135,12,13527,3
3136,11,13527,2
3137,10,13527,4
3729,1999,13526,3
3730,1995,13526,5
3731,1982,13526,3
3732,1944,13526,0
3733,1939,13526,1
3734,1938,13526,5
3735,1936,13526,2
3736,1926,13526,3
3737,1911,13526,5
3738,1846,13526,0
3739,1842,13526,3
3740,1839,13526,2
3741,1830,13526,3
3742,1823,13526,4
3743,1819,13526,3
3744,1799,13526,2
3745,1793,13526,3
3746,1775,13526,4
3747,1766,13526,2
3748,1763,13526,5
3749,1762,13526,5
3750,1759,13526,3
3751,1739,13526,4
3752,1735,13526,3
3753,1733,13526,3
3754,1712,13526,5
3755,1694,13526,4
3756,1693,13526,3
3757,1686,13526,4
3758,1640,13526,5
3759,1627,13526,3
3760,1618,13526,2
3761,1613,13526,3
3762,1582,13526,3
3763,1575,13526,3
3764,1478,13526,3
3765,1476,13526,3
3766,1471,13526,4
3767,1469,13526,2
3768,1463,13526,3
3769,1462,13526,1
3770,1421,13526,1
3771,1406,13526,5
3772,1387,13526,3
3773,1375,13526,4
3774,1368,13526,3
3775,1365,13526,4
3776,1322,13526,3
3777,1318,13526,1
3778,1302,13526,3
3779,1299,13526,3
3780,1284,13526,3
3781,1259,13526,1
3782,1251,13526,3
3783,1231,13526,4
3784,1230,13526,3
3785,1221,13526,3
3786,1217,13526,3
3787,1209,13526,3
3788,1189,13526,3
3789,1178,13526,3
3790,1175,13526,4
3791,1170,13526,4
3792,1086,13526,3
3793,1068,13526,4
3794,1065,13526,0
3795,1051,13526,3
3796,1038,13526,3
3797,1035,13526,3
3798,1027,13526,3
3799,1002,13526,4
3800,993,13526,3
3801,986,13526,3
3802,982,13526,3
3803,971,13526,5
3804,956,13526,4
3805,941,13526,3
3806,921,13526,3
3807,920,13526,4
3808,900,13526,2
3809,889,13526,4
3810,814,13526,3
3811,801,13526,5
3812,777,13526,3
3813,773,13526,4
3814,755,13526,5
3815,751,13526,2
3816,742,13526,3
3817,728,13526,2
3818,710,13526,3
3819,702,13526,2
3820,692,13526,4
3821,686,13526,3
3822,670,13526,3
3823,655,13526,3
3824,650,13526,3
3825,624,13526,2
3826,622,13526,2
3827,571,13526,3
3828,563,13526,3
3829,539,13526,5
3830,530,13526,3
3831,410,13526,3
3832,338,13526,3
3833,315,13526,3
3834,307,13526,2
3835,303,13526,1
3836,294,13526,3
3837,292,13526,3
3838,279,13526,2
3839,262,13526,3
3840,239,13526,0
3841,215,13526,2
3842,205,13526,3
3843,191,13526,3
3844,190,13526,4
3845,173,13526,3
3846,165,13526,2
3847,152,13526,3
3848,135,13526,5
3849,107,13526,4
3850,98,13526,5
3851,87,13526,3
3852,79,13526,3
3853,74,13526,2
3854,63,13526,3
3855,60,13526,3
3856,53,13526,3
3857,51,13526,3
3858,22,13526,3
4114,1982,13525,3
4115,1964,13525,5
4116,1786,13525,5
4117,1775,13525,5
4118,1736,13525,1
4119,1733,13525,2
4120,1708,13525,3
4121,1613,13525,1
4122,1534,13525,3
4123,1322,13525,2
4124,1318,13525,1
4125,1146,13525,3
4126,1048,13525,3
4127,923,13525,3
4128,728,13525,2
4129,530,13525,2
4130,400,13525,2
4131,381,13525,1
4132,294,13525,2
4133,234,13525,3
4134,205,13525,2
4135,204,13525,4
4136,173,13525,2
4137,112,13525,3
4138,53,13525,3
4395,1995,13524,4
4396,1982,13524,3
4397,1964,13524,3
4398,1963,13524,4
4399,1951,13524,3
4400,1936,13524,3
4401,1919,13524,2
4402,1911,13524,4
4403,1907,13524,3
4404,1868,13524,3
4405,1856,13524,3
4406,1839,13524,3
4407,1819,13524,3
4408,1763,13524,5
4409,1759,13524,3
4410,1751,13524,3
4411,1702,13524,3
4412,1694,13524,3
4413,1693,13524,3
4414,1686,13524,4
4415,1662,13524,4
4416,1618,13524,2
4417,1613,13524,3
4418,1602,13524,3
4419,1582,13524,3
4420,1575,13524,3
4421,1556,13524,4
4422,1549,13524,4
4423,1548,13524,3
4424,1535,13524,4
4425,1534,13524,4
4426,1509,13524,2
4427,1487,13524,1
4428,1485,13524,4
4429,1481,13524,3
4430,1478,13524,3
4431,1471,13524,2
4432,1463,13524,3
4433,1421,13524,5
4434,1393,13524,3
4435,1387,13524,3
4436,1385,13524,2
4437,1383,13524,3
4438,1365,13524,3
4439,1360,13524,2
4440,1357,13524,3
4441,1351,13524,4
4442,1336,13524,2
4443,1322,13524,3
4444,1302,13524,3
4445,1284,13524,3
4446,1251,13524,3
4447,1250,13524,3
4448,1239,13524,5
4449,1231,13524,5
4450,1221,13524,1
4451,1217,13524,3
4452,1178,13524,3
4453,1175,13524,3
4454,1166,13524,1
4455,1146,13524,3
4456,1128,13524,3
4457,1086,13524,3
4458,1051,13524,4
4459,1046,13524,2
4460,1043,13524,3
4461,1038,13524,3
4462,1036,13524,3
4463,1023,13524,2
4464,1011,13524,3
4465,1002,13524,2
4466,993,13524,3
4467,986,13524,4
4468,971,13524,4
4469,956,13524,4
4470,947,13524,4
4471,941,13524,3
4472,938,13524,4
4473,932,13524,3
4474,925,13524,4
4475,923,13524,2
4476,921,13524,3
4477,920,13524,3
4478,900,13524,1
4479,857,13524,2
4480,824,13524,5
4481,801,13524,3
4482,777,13524,3
4483,774,13524,0
4484,773,13524,5
4485,755,13524,5
4486,746,13524,3
4487,728,13524,2
4488,702,13524,0
4489,691,13524,1
4490,686,13524,1
4491,654,13524,4
4492,624,13524,1
4493,622,13524,2
4494,595,13524,4
4495,586,13524,4
4496,571,13524,3
4497,539,13524,5
4498,508,13524,5
4499,492,13524,0
4500,428,13524,3
4501,388,13524,4
4502,370,13524,5
4503,340,13524,2
4504,331,13524,5
4505,307,13524,2
4506,294,13524,2
4507,292,13524,4
4508,288,13524,3
4509,278,13524,3
4510,262,13524,3
4511,251,13524,3
4512,205,13524,4
4513,190,13524,3
4514,185,13524,3
4515,173,13524,2
4516,152,13524,3
4517,149,13524,0
4518,129,13524,3
4519,95,13524,3
4520,63,13524,3
4521,60,13524,3
4522,53,13524,3
4523,22,13524,4
5173,1999,13523,4
5174,1980,13523,4
5175,1961,13523,4
5176,1951,13523,4
5177,1938,13523,3
5178,1936,13523,3
5179,1926,13523,3
5180,1921,13523,5
5181,1918,13523,5
5182,1910,13523,4
5183,1904,13523,3
5184,1890,13523,4
5185,1885,13523,4
5186,1880,13523,5
5187,1868,13523,5
5188,1855,13523,3
5189,1846,13523,3
5190,1839,13523,3
5191,1834,13523,4
5192,1830,13523,4
5193,1820,13523,3
5194,1802,13523,4
5195,1769,13523,5
5196,1763,13523,5
5197,1761,13523,5
5198,1741,13523,5
5199,1738,13523,4
5200,1720,13523,3
5201,1719,13523,5
5202,1712,13523,3
5203,1697,13523,3
5204,1695,13523,3
5205,1689,13523,3
5206,1671,13523,3
5207,1658,13523,3
5208,1653,13523,5
5209,1651,13523,3
5210,1650,13523,5
5211,1627,13523,3
5212,1625,13523,4
5213,1623,13523,4
5214,1615,13523,4
5215,1613,13523,4
5216,1605,13523,5
5217,1592,13523,4
5218,1582,13523,5
5219,1576,13523,5
5220,1569,13523,5
5221,1568,13523,5
5222,1560,13523,4
5223,1549,13523,5
5224,1539,13523,2
5225,1535,13523,3
5226,1534,13523,4
5227,1513,13523,3
5228,1507,13523,5
5229,1489,13523,3
5230,1487,13523,5
5231,1478,13523,3
5232,1471,13523,3
5233,1466,13523,4
5234,1463,13523,4
5235,1462,13523,4
5236,1459,13523,3
5237,1455,13523,3
5238,1449,13523,3
5239,1444,13523,5
5240,1432,13523,4
5241,1430,13523,4
5242,1427,13523,3
5243,1423,13523,4
5244,1406,13523,3
5245,1402,13523,4
5246,1391,13523,4
5247,1387,13523,3
5248,1384,13523,4
5249,1365,13523,3
5250,1343,13523,4
5251,1331,13523,3
5252,1322,13523,5
5253,1321,13523,5
5254,1316,13523,3
5255,1302,13523,3
5256,1258,13523,4
5257,1225,13523,5
5258,1221,13523,5
5259,1217,13523,4
5260,1214,13523,5
5261,1178,13523,3
5262,1171,13523,2
5263,1161,13523,4
5264,1158,13523,4
5265,1156,13523,4
5266,1151,13523,5
5267,1147,13523,3
5268,1146,13523,5
5269,1145,13523,3
5270,1128,13523,4
5271,1121,13523,2
5272,1106,13523,4
5273,1090,13523,3
5274,1077,13523,3
5275,1070,13523,4
5276,1065,13523,4
5277,1058,13523,5
5278,1044,13523,3
5279,1011,13523,3
5280,1002,13523,4
5281,1001,13523,4
5282,997,13523,5
5283,993,13523,4
5284,986,13523,4
5285,985,13523,4
5286,973,13523,3
5287,971,13523,4
5288,969,13523,4
5289,959,13523,4
5290,956,13523,5
5291,954,13523,3
5292,925,13523,3
5293,923,13523,4
5294,921,13523,2
5295,917,13523,2
5296,900,13523,4
5297,897,13523,4
5298,854,13523,5
5299,842,13523,4
5300,818,13523,4
5301,814,13523,3
5302,812,13523,4
5303,803,13523,3
5304,780,13523,3
5305,777,13523,5
5306,759,13523,4
5307,756,13523,3
5308,751,13523,3
5309,746,13523,4
5310,731,13523,3
5311,728,13523,3
5312,724,13523,4
5313,720,13523,4
5314,718,13523,5
5315,717,13523,4
5316,706,13523,4
5317,702,13523,5
5318,697,13523,4
5319,691,13523,2
5320,686,13523,5
5321,670,13523,3
5322,667,13523,4
5323,666,13523,3
5324,660,13523,4
5325,655,13523,5
5326,639,13523,5
5327,624,13523,3
5328,622,13523,1
5329,611,13523,3
5330,606,13523,5
5331,604,13523,5
5332,586,13523,4
5333,580,13523,3
5334,541,13523,5
5335,530,13523,1
5336,494,13523,4
5337,490,13523,4
5338,481,13523,4
5339,479,13523,3
5340,472,13523,3
5341,428,13523,4
5342,421,13523,5
5343,418,13523,4
5344,399,13523,5
5345,395,13523,5
5346,386,13523,2
5347,381,13523,2
5348,377,13523,3
5349,363,13523,4
5350,361,13523,4
5351,328,13523,3
5352,316,13523,4
5353,311,13523,5
5354,307,13523,3
5355,305,13523,4
5356,292,13523,3
5357,276,13523,4
5358,268,13523,4
5359,250,13523,4
5360,245,13523,4
5361,241,13523,2
5362,226,13523,4
5363,225,13523,3
5364,216,13523,4
5365,210,13523,4
5366,204,13523,3
5367,203,13523,5
5368,191,13523,3
5369,190,13523,5
5370,180,13523,4
5371,173,13523,4
5372,172,13523,4
5373,157,13523,4
5374,156,13523,3
5375,155,13523,3
5376,152,13523,3
5377,150,13523,3
5378,139,13523,3
5379,129,13523,4
5380,127,13523,3
5381,118,13523,4
5382,90,13523,4
5383,87,13523,4
5384,81,13523,4
5385,80,13523,4
5386,79,13523,4
5387,78,13523,4
5388,66,13523,4
5389,53,13523,4
5390,32,13523,2
5391,30,13523,4
5392,26,13523,4
5393,19,13523,5
5394,17,13523,2
5395,9,13523,2
5396,4,13523,3
6010,1999,13522,3
6011,1995,13522,4
6012,1990,13522,5
6013,1982,13522,3
6014,1979,13522,3
6015,1944,13522,4
6016,1936,13522,3
6017,1926,13522,3
6018,1911,13522,4
6019,1839,13522,3
6020,1830,13522,4
6021,1799,13522,3
6022,1783,13522,4
6023,1780,13522,4
6024,1779,13522,5
6025,1775,13522,1
6026,1768,13522,3
6027,1763,13522,4
6028,1735,13522,4
6029,1733,13522,3
6030,1718,13522,3
6031,1694,13522,3
6032,1686,13522,2
6033,1679,13522,3
6034,1671,13522,2
6035,1627,13522,4
6036,1625,13522,3
6037,1613,13522,4
6038,1595,13522,3
6039,1582,13522,2
6040,1539,13522,3
6041,1535,13522,5
6042,1509,13522,3
6043,1485,13522,5
6044,1481,13522,4
6045,1480,13522,4
6046,1478,13522,3
6047,1471,13522,3
6048,1469,13522,2
6049,1462,13522,2
6050,1432,13522,3
6051,1427,13522,3
6052,1421,13522,1
6053,1406,13522,5
6054,1398,13522,3
6055,1393,13522,3
6056,1387,13522,3
6057,1385,13522,2
6058,1365,13522,4
6059,1358,13522,3
6060,1311,13522,3
6061,1310,13522,3
6062,1307,13522,3
6063,1262,13522,4
6064,1251,13522,2
6065,1242,13522,3
6066,1230,13522,4
6067,1221,13522,2
6068,1217,13522,3
6069,1178,13522,4
6070,1161,13522,4
6071,1150,13522,4
6072,1146,13522,2
6073,1144,13522,2
6074,1116,13522,4
6075,1090,13522,2
6076,1081,13522,2
