,userId,movieId,rating
3470,401,14362,2
3471,379,14362,4
3472,378,14362,3
3473,367,14362,3
3474,362,14362,5
3475,353,14362,3
3476,319,14362,3
3477,314,14362,3
3478,299,14362,3
3479,291,14362,3
3480,284,14362,1
3481,263,14362,3
3482,238,14362,3
3483,232,14362,3
3484,213,14362,3
3485,204,14362,3
3486,203,14362,4
3487,189,14362,3
3488,186,14362,3
3489,174,14362,3
3490,162,14362,4
3491,160,14362,3
3492,156,14362,3
3493,126,14362,3
3494,116,14362,2
3495,102,14362,3
3496,88,14362,4
3497,65,14362,3
3498,28,14362,2
3499,22,14362,4
3500,19,14362,2
3501,18,14362,3
3502,16,14362,4
3503,10,14362,2
3504,9,14362,3
3945,1975,14361,5
3946,1962,14361,4
3947,1952,14361,4
3948,1932,14361,4
3949,1918,14361,1
3950,1917,14361,2
3951,1910,14361,3
3952,1867,14361,3
3953,1849,14361,5
3954,1790,14361,2
3955,1777,14361,3
3956,1768,14361,3
3957,1756,14361,3
3958,1728,14361,3
3959,1720,14361,4
3960,1714,14361,3
3961,1713,14361,2
3962,1702,14361,3
3963,1671,14361,2
3964,1669,14361,3
3965,1666,14361,3
3966,1664,14361,5
3967,1633,14361,5
3968,1627,14361,3
3969,1582,14361,5
3970,1581,14361,4
3971,1579,14361,4
3972,1573,14361,4
3973,1555,14361,3
3974,1549,14361,4
3975,1533,14361,3
3976,1523,14361,4
3977,1433,14361,2
3978,1427,14361,3
3979,1412,14361,4
3980,1389,14361,1
3981,1379,14361,3
3982,1378,14361,5
3983,1367,14361,2
3984,1348,14361,3
3985,1345,14361,4
3986,1342,14361,3
3987,1325,14361,5
3988,1300,14361,1
3989,1296,14361,0
3990,1284,14361,1
3991,1271,14361,3
3992,1248,14361,4
3993,1246,14361,1
3994,1225,14361,2
3995,1212,14361,3
3996,1187,14361,5
3997,1164,14361,3
3998,1145,14361,3
3999,1117,14361,3
4000,1106,14361,1
4001,1093,14361,4
4002,1082,14361,5
4003,1078,14361,5
4004,1070,14361,2
4005,1029,14361,3
4006,1027,14361,5
4007,1025,14361,3
4008,1022,14361,1
4009,1001,14361,5
4010,995,14361,3
4011,986,14361,3
4012,955,14361,5
4013,894,14361,1
4014,892,14361,3
4015,857,14361,2
4016,855,14361,3
4017,853,14361,3
4018,837,14361,3
4019,821,14361,2
4020,817,14361,3
4021,802,14361,0
4022,773,14361,3
4023,768,14361,3
4024,757,14361,3
4025,755,14361,2
4026,729,14361,5
4027,720,14361,3
4028,716,14361,5
4029,711,14361,3
4030,704,14361,3
4031,686,14361,3
4032,677,14361,3
4033,673,14361,3
4034,634,14361,3
4035,632,14361,4
4036,553,14361,4
4037,548,14361,1
4038,526,14361,3
4039,513,14361,1
4040,503,14361,4
4041,472,14361,4
4042,469,14361,4
4043,467,14361,5
4044,434,14361,2
4045,424,14361,3
4046,419,14361,5
4047,382,14361,2
4048,379,14361,4
4049,368,14361,3
4050,359,14361,4
4051,350,14361,3
4052,341,14361,3
4053,327,14361,3
4054,319,14361,4
4055,300,14361,5
4056,283,14361,3
4057,262,14361,3
4058,241,14361,4
4059,230,14361,5
4060,196,14361,4
4061,189,14361,3
4062,165,14361,4
4063,156,14361,2
4064,119,14361,3
4065,118,14361,3
4066,117,14361,4
4067,116,14361,5
4068,110,14361,3
4069,88,14361,5
4070,72,14361,4
4071,38,14361,4
4072,10,14361,3
4073,7,14361,3
4160,1952,14360,5
4161,1768,14360,2
4162,1680,14360,3
4163,1539,14360,1
4164,1388,14360,3
4165,1342,14360,3
4166,1225,14360,2
4167,1014,14360,2
4168,857,14360,3
4169,720,14360,4
4170,716,14360,1
4171,563,14360,5
4172,471,14360,4
4173,368,14360,3
4174,75,14360,4
4637,1992,14359,4
4638,1964,14359,2
4639,1962,14359,4
4640,1955,14359,4
4641,1932,14359,4
4642,1918,14359,3
4643,1860,14359,4
4644,1849,14359,5
4645,1830,14359,3
4646,1786,14359,2
4647,1770,14359,2
4648,1756,14359,4
4649,1728,14359,3
4650,1720,14359,3
4651,1671,14359,5
4652,1669,14359,3
4653,1664,14359,3
4654,1633,14359,5
4655,1582,14359,5
4656,1581,14359,3
4657,1564,14359,3
4658,1533,14359,2
4659,1524,14359,1
4660,1523,14359,4
4661,1422,14359,5
4662,1419,14359,3
4663,1410,14359,4
4664,1404,14359,3
4665,1379,14359,3
4666,1378,14359,5
4667,1367,14359,1
4668,1348,14359,3
4669,1342,14359,3
4670,1334,14359,2
4671,1328,14359,3
4672,1320,14359,4
4673,1318,14359,2
4674,1300,14359,2
4675,1289,14359,3
4676,1284,14359,3
4677,1274,14359,0
4678,1271,14359,3
4679,1248,14359,3
4680,1225,14359,2
4681,1192,14359,3
4682,1187,14359,3
4683,1166,14359,1
4684,1164,14359,3
4685,1143,14359,3
4686,1133,14359,3
4687,1102,14359,3
4688,1086,14359,3
4689,1078,14359,5
4690,1070,14359,1
4691,1054,14359,4
4692,1038,14359,1
4693,1027,14359,2
4694,1022,14359,1
4695,1006,14359,3
4696,1001,14359,3
4697,961,14359,3
4698,955,14359,3
4699,941,14359,2
4700,894,14359,1
4701,892,14359,3
4702,855,14359,3
4703,853,14359,2
4704,837,14359,3
4705,821,14359,2
4706,802,14359,0
4707,757,14359,3
4708,730,14359,4
4709,718,14359,5
4710,691,14359,2
4711,686,14359,3
4712,685,14359,3
4713,680,14359,4
4714,616,14359,3
4715,608,14359,0
4716,557,14359,3
4717,553,14359,5
4718,548,14359,4
4719,538,14359,3
4720,532,14359,4
4721,528,14359,3
4722,526,14359,4
4723,495,14359,3
4724,491,14359,3
4725,471,14359,3
4726,469,14359,4
4727,467,14359,4
4728,452,14359,3
4729,447,14359,2
4730,437,14359,4
4731,419,14359,4
4732,411,14359,3
4733,401,14359,1
4734,385,14359,3
4735,382,14359,2
4736,379,14359,5
4737,366,14359,4
4738,359,14359,4
4739,339,14359,4
4740,323,14359,3
4741,320,14359,4
4742,313,14359,2
4743,305,14359,3
4744,302,14359,3
4745,300,14359,4
4746,288,14359,3
4747,283,14359,4
4748,241,14359,4
4749,234,14359,3
4750,233,14359,3
4751,230,14359,4
4752,225,14359,3
4753,213,14359,1
4754,196,14359,2
4755,189,14359,3
4756,172,14359,4
4757,165,14359,4
4758,156,14359,1
4759,117,14359,2
4760,108,14359,4
4761,88,14359,4
4762,51,14359,4
4763,42,14359,3
4764,38,14359,3
4765,7,14359,3
5594,1987,14358,3
5595,1974,14358,5
5596,1937,14358,3
5597,1910,14358,1
5598,1900,14358,4
5599,1892,14358,3
5600,1891,14358,3
5601,1888,14358,4
5602,1872,14358,4
5603,1867,14358,3
5604,1860,14358,5
5605,1847,14358,5
5606,1836,14358,3
5607,1833,14358,4
5608,1830,14358,2
5609,1817,14358,3
5610,1780,14358,5
5611,1775,14358,3
5612,1768,14358,4
5613,1759,14358,3
5614,1755,14358,4
5615,1746,14358,4
5616,1744,14358,4
5617,1743,14358,5
5618,1733,14358,4
5619,1723,14358,3
5620,1722,14358,2
5621,1715,14358,4
5622,1697,14358,3
5623,1684,14358,2
5624,1676,14358,2
5625,1663,14358,5
5626,1660,14358,3
5627,1633,14358,3
5628,1624,14358,4
5629,1591,14358,5
5630,1577,14358,4
5631,1576,14358,4
5632,1553,14358,5
5633,1551,14358,3
5634,1533,14358,3
5635,1529,14358,4
5636,1523,14358,5
5637,1513,14358,3
5638,1499,14358,4
5639,1485,14358,3
5640,1469,14358,5
5641,1452,14358,5
5642,1438,14358,3
5643,1436,14358,2
5644,1433,14358,4
5645,1425,14358,3
5646,1423,14358,4
5647,1418,14358,3
5648,1412,14358,3
5649,1399,14358,3
5650,1382,14358,3
5651,1379,14358,5
5652,1378,14358,5
5653,1369,14358,5
5654,1367,14358,3
5655,1359,14358,5
5656,1348,14358,3
5657,1342,14358,4
5658,1334,14358,4
5659,1323,14358,4
5660,1320,14358,3
5661,1309,14358,4
5662,1300,14358,3
5663,1284,14358,4
5664,1283,14358,3
5665,1269,14358,3
5666,1248,14358,3
5667,1244,14358,4
5668,1242,14358,4
5669,1240,14358,5
5670,1225,14358,3
5671,1212,14358,4
5672,1173,14358,4
5673,1161,14358,5
5674,1146,14358,4
5675,1133,14358,5
5676,1079,14358,4
5677,1070,14358,4
5678,1067,14358,3
5679,1060,14358,4
5680,1038,14358,3
5681,1027,14358,4
5682,1025,14358,4
5683,1023,14358,4
5684,1014,14358,5
5685,1012,14358,4
5686,1006,14358,5
5687,1003,14358,3
5688,992,14358,1
5689,986,14358,3
5690,963,14358,3
5691,961,14358,4
5692,949,14358,3
5693,934,14358,5
5694,899,14358,4
5695,897,14358,4
5696,894,14358,3
5697,878,14358,4
5698,857,14358,3
5699,848,14358,4
5700,841,14358,4
5701,837,14358,4
5702,836,14358,3
5703,816,14358,2
5704,804,14358,4
5705,802,14358,3
5706,768,14358,3
5707,757,14358,3
5708,756,14358,4
5709,750,14358,5
5710,737,14358,5
5711,735,14358,1
5712,716,14358,4
5713,711,14358,3
5714,710,14358,2
5715,692,14358,5
5716,686,14358,3
5717,680,14358,4
5718,673,14358,2
5719,660,14358,4
5720,634,14358,5
5721,633,14358,3
5722,626,14358,3
5723,621,14358,5
5724,616,14358,3
5725,611,14358,4
5726,603,14358,4
5727,600,14358,4
5728,581,14358,2
5729,572,14358,4
5730,563,14358,2
5731,538,14358,3
5732,529,14358,5
5733,526,14358,4
5734,523,14358,5
5735,512,14358,4
5736,511,14358,3
5737,503,14358,3
5738,487,14358,3
5739,469,14358,4
5740,424,14358,5
5741,380,14358,4
5742,370,14358,5
5743,353,14358,5
5744,350,14358,4
5745,339,14358,3
5746,323,14358,2
5747,320,14358,4
5748,319,14358,3
5749,308,14358,3
5750,302,14358,5
5751,256,14358,5
5752,250,14358,3
5753,238,14358,3
5754,234,14358,3
5755,232,14358,3
5756,221,14358,3
5757,218,14358,3
5758,217,14358,3
5759,213,14358,3
5760,212,14358,5
5761,205,14358,3
5762,204,14358,5
5763,184,14358,4
5764,165,14358,3
5765,160,14358,4
5766,156,14358,4
5767,141,14358,4
5768,140,14358,4
5769,117,14358,3
5770,101,14358,4
5771,86,14358,4
5772,85,14358,5
5773,49,14358,4
5774,38,14358,3
5775,31,14358,4
5776,28,14358,3
6255,1992,14357,5
6256,1962,14357,4
6257,1952,14357,4
6258,1932,14357,3
6259,1918,14357,3
6260,1911,14357,4
6261,1910,14357,3
6262,1860,14357,5
6263,1839,14357,5
6264,1805,14357,4
6265,1776,14357,4
6266,1770,14357,3
6267,1756,14357,4
6268,1738,14357,3
6269,1735,14357,3
6270,1719,14357,2
6271,1669,14357,4
6272,1649,14357,3
6273,1648,14357,3
6274,1641,14357,4
6275,1627,14357,4
6276,1573,14357,4
6277,1556,14357,5
6278,1533,14357,3
6279,1468,14357,4
6280,1421,14357,2
6281,1412,14357,4
6282,1367,14357,3
6283,1348,14357,3
6284,1342,14357,3
6285,1316,14357,3
6286,1300,14357,3
6287,1233,14357,3
6288,1225,14357,3
6289,1214,14357,4
6290,1212,14357,3
6291,1183,14357,5
6292,1143,14357,2
6293,1127,14357,3
6294,1110,14357,4
6295,1088,14357,5
6296,1073,14357,4
6297,1043,14357,5
6298,1038,14357,3
6299,1035,14357,3
6300,1025,14357,3
6301,1022,14357,3
6302,1011,14357,4
6303,992,14357,1
6304,986,14357,3
6305,980,14357,3
6306,957,14357,3
6307,955,14357,5
6308,941,14357,3
6309,894,14357,3
6310,857,14357,3
6311,853,14357,2
6312,837,14357,4
6313,836,14357,4
6314,830,14357,4
6315,821,14357,3
6316,804,14357,2
6317,770,14357,3
6318,755,14357,3
6319,748,14357,3
6320,737,14357,4
6321,729,14357,5
6322,705,14357,4
6323,704,14357,3
6324,693,14357,2
6325,686,14357,3
6326,677,14357,3
6327,660,14357,3
6328,653,14357,2
6329,644,14357,2
6330,634,14357,5
6331,616,14357,3
6332,596,14357,3
6333,585,14357,0
6334,572,14357,3
6335,563,14357,3
6336,548,14357,4
6337,547,14357,1
6338,538,14357,3
6339,526,14357,5
6340,503,14357,3
6341,496,14357,5
6342,491,14357,3
6343,467,14357,4
6344,447,14357,3
6345,434,14357,3
6346,429,14357,2
6347,382,14357,3
6348,378,14357,4
6349,341,14357,4
6350,319,14357,3
6351,305,14357,3
6352,300,14357,5
6353,288,14357,3
6354,283,14357,3
6355,250,14357,5
6356,241,14357,3
6357,234,14357,3
6358,223,14357,1
6359,213,14357,3
6360,172,14357,4
6361,165,14357,3
6362,156,14357,1
6363,146,14357,5
6364,131,14357,5
6365,117,14357,3
6366,65,14357,2
6367,38,14357,4
6368,28,14357,3
6369,10,14357,2
6370,7,14357,4
6421,1684,14356,1
6422,1628,14356,4
6423,1467,14356,2
6424,1342,14356,4
6425,967,14356,3
6426,716,14356,3
6427,603,14356,3
6428,471,14356,3
6429,379,14356,3
6430,81,14356,4
6574,1974,14355,3
6575,1911,14355,3
6576,1899,14355,3
6577,1867,14355,5
6578,1831,14355,3
6579,1747,14355,2
6580,1671,14355,3
6581,1633,14355,3
6582,1570,14355,3
6583,1564,14355,2
6584,1520,14355,4
6585,1499,14355,3
6586,1469,14355,2
6587,1468,14355,3
6588,1378,14355,5
6589,1348,14355,4
6590,1342,14355,3
6591,1334,14355,2
6592,1079,14355,5
6593,1070,14355,2
6594,1029,14355,3
6595,1027,14355,3
6596,1025,14355,3
6597,907,14355,2
6598,899,14355,2
6599,756,14355,1
6600,737,14355,4
6601,716,14355,4
6602,686,14355,3
6603,619,14355,2
6604,563,14355,2
6605,437,14355,4
6606,359,14355,4
6607,288,14355,3
6608,250,14355,4
6609,18,14355,3
7599,1992,14354,4
7600,1969,14354,4
7601,1967,14354,3
7602,1949,14354,3
7603,1947,14354,3
7604,1940,14354,3
7605,1926,14354,3
7606,1911,14354,4
7607,1892,14354,4
7608,1891,14354,3
7609,1888,14354,2
7610,1881,14354,3
7611,1860,14354,5
7612,1856,14354,1
7613,1851,14354,1
7614,1848,14354,3
7615,1847,14354,4
7616,1836,14354,2
7617,1830,14354,4
7618,1829,14354,3
7619,1828,14354,3
7620,1817,14354,4
7621,1805,14354,3
7622,1796,14354,4
7623,1791,14354,4
7624,1788,14354,3
7625,1786,14354,3
7626,1783,14354,3
7627,1780,14354,4
7628,1775,14354,2
7629,1774,14354,3
7630,1772,14354,4
7631,1768,14354,3
7632,1743,14354,5
7633,1740,14354,3
7634,1723,14354,3
7635,1722,14354,2
7636,1712,14354,3
7637,1700,14354,3
7638,1697,14354,3
7639,1688,14354,3
7640,1671,14354,5
7641,1669,14354,3
7642,1660,14354,3
7643,1640,14354,5
7644,1633,14354,4
7645,1627,14354,4
7646,1626,14354,3
